,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0032-002|96|1,1,ὁρῶ,ὁράω,v1spia---,PRED
1,Leuven|0032-002|96|2,2,γὰρ,γάρ,d--------,AuxY
2,Leuven|0032-002|96|3,3,ὥσπερ,ὥσπερ,c--------,AuxC
3,Leuven|0032-002|96|4,4,τὰ,ὁ,l-p---na-,ATR
4,Leuven|0032-002|96|5,5,τοῦ,ὁ,l-s---ng-,ATR
5,Leuven|0032-002|96|6,6,σώματος,σῶμα,n-s---ng-,ATR
6,Leuven|0032-002|96|7,7,ἔργα,ἔργον,n-p---na-,OBJ
7,Leuven|0032-002|96|8,8,τοὺς,ὁ,l-p---ma-,ATR
8,Leuven|0032-002|96|9,9,μὴ,μή,d--------,AuxZ
9,Leuven|0032-002|96|10,10,τὰ,ὁ,l-p---na-,ATR
10,Leuven|0032-002|96|11,11,σώματα,σῶμα,n-p---na-,OBJ
11,Leuven|0032-002|96|12,12,ἀσκοῦντας,ἀσκέω,v-pppama-,SBJ
12,Leuven|0032-002|96|13,13,οὐ,οὐ,d--------,AuxZ
13,Leuven|0032-002|96|14,14,δυναμένους,δύναμαι,v-pppema-,ADV
14,Leuven|0032-002|96|15,15,ποιεῖν,ποιέω,v--pna---,OBJ
16,Leuven|0032-002|96|17,17,οὕτω,οὕτως,d--------,ADV
17,Leuven|0032-002|96|18,18,καὶ,καί,d--------,AuxZ
18,Leuven|0032-002|96|19,19,τὰ,ὁ,l-p---na-,ATR
19,Leuven|0032-002|96|20,20,τῆς,ὁ,l-s---fg-,ATR
20,Leuven|0032-002|96|21,21,ψυχῆς,ψυχή,n-s---fg-,ATR
21,Leuven|0032-002|96|22,22,ἔργα,ἔργον,n-p---na-,OBJ
22,Leuven|0032-002|96|23,23,τοὺς,ὁ,l-p---ma-,ATR
23,Leuven|0032-002|96|24,24,μὴ,μή,d--------,AuxZ
24,Leuven|0032-002|96|25,25,τὴν,ὁ,l-s---fa-,ATR
25,Leuven|0032-002|96|26,26,ψυχὴν,ψυχή,n-s---fa-,OBJ
26,Leuven|0032-002|96|27,27,ἀσκοῦντας,ἀσκέω,v-pppama-,SBJ
27,Leuven|0032-002|96|28,28,οὐ,οὐ,d--------,AuxZ
28,Leuven|0032-002|96|29,29,δυναμένους,δύναμαι,v-pppema-,OBJ
29,Leuven|0032-002|96|30,30,·,·,u--------,AuxK
