@ref,@id,@form,@lemma,@postag,@relation
Leuven|0096-00#|1355|1,1,ὁ,ὁ,l-s---mn-,SBJ
Leuven|0096-00#|1355|2,2,δʼ,δέ,d--------,AuxY
Leuven|0096-00#|1355|3,3,ἄχρι,ἄχρι,r--------,AuxP
Leuven|0096-00#|1355|4,4,πολλοῦ,πολύς,a-s---ng-,ADV
Leuven|0096-00#|1355|5,5,σφενδόνην,σφενδόνη,n-s---fa-,OBJ
Leuven|0096-00#|1355|6,6,κενήν,κενός,a-s---fa-,ATR
Leuven|0096-00#|1355|7,7,σείων,σείω,v-sppamn-,ADV
Leuven|0096-00#|1355|8,8,",",",",u--------,AuxX
Leuven|0096-00#|1355|9,9,ἐδίωκεν,διώκω,v3siia---,PRED
Leuven|0096-00#|1355|10,10,αὐτάς,αὐτός,p-p---fa-,OBJ
Leuven|0096-00#|1355|11,11,τῷ,ὁ,l-s---md-,ATR
Leuven|0096-00#|1355|12,12,φόβῳ,φόβος,n-s---md-,ADV
Leuven|0096-00#|1355|13,13,καταπλήσσων,καταπλήσσω,v-sppamn-,ADV
Leuven|0096-00#|1355|14,14,.,.,u--------,AuxK
