@ref,@id,@form,@lemma,@postag
Leuven|0096-00#|1169|1,1,ἄπειμι,ἀπέρχομαι,v1spia---
Leuven|0096-00#|1169|2,2,τούς,ὁ,l-p---ma-
Leuven|0096-00#|1169|3,3,οἰκέτας,οἰκέτης,n-p---ma-
Leuven|0096-00#|1169|4,4,δεῦρο,δεῦρο,d--------
Leuven|0096-00#|1169|5,5,κομίσων,κομίζω,v-sfpamn-
Leuven|0096-00#|1169|6,6,",",",",u--------
Leuven|0096-00#|1169|7,7,λαβεῖν,λαμβάνω,v--ana---
Leuven|0096-00#|1169|8,8,ὀφείλοντας,ὀφείλω,v-pppama-
Leuven|0096-00#|1169|9,9,τῇ,ὁ,l-s---fd-
Leuven|0096-00#|1169|10,10,πολυπληθεῖ,πολυπληθής,a-s---fd-
Leuven|0096-00#|1169|11,11,συμμαχίᾳ,συμμαχία,n-s---fd-
Leuven|0096-00#|1169|12,12,·,·,u--------
